983,"daisy"
984,"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
985,"corn"
986,"acorn"
987,"hip, rose hip, rosehip"
988,"buckeye, horse chestnut, conker"
989,"coral fungus"
990,"agaric"
991,"gyromitra"
992,"stinkhorn, carrion fungus"
993,"earthstar"
994,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa"
995,"bolete"
996,"ear, spike, capitulum"
997,"toilet tissue, toilet paper, bathroom tissue"
998,"packet"
999,"letter opener, paper knife, paperknife"
